commit_or_run_id	stage	model_family	feature_lane	cv_mae	cv_mae_std	validation_mae	runtime_seconds	status	params_summary	description
20260507-222934-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	49406.929137	5336.266224		52.270174	revert	deepen_iter17_early_stopping	Deepen iter17: train with internal 90/10 train/eval split + early_stopping_rounds=30 + n_est=2000. Picks optimal stopping point per fold.
20260507-223141-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	48930.975522	5077.527711		540.919962	revert	deepen_iter18_hetero_ensemble_5	Deepen iter18: 5-model heterogeneous ensemble averaging (vary max_depth, lr, subsample). Greater diversity than seed averaging.
20260507-224237-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	88130.680125	6568.899178		864.625952	revert	deepen_iter19_ridge_residual	Deepen iter19: stack Ridge regression on XGB residuals. Captures linear patterns the boosted trees miss.
20260507-225841-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	50596.765581	4870.511787		39.213812	revert	deepen_iter20_drop_cadastral_first	Deepen iter20: drop cadastral_first cat. Cad sections nest within communes; may be redundant with commune_first cat.
20260507-230116-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	49027.332643	4998.185259		42.904158	revert	deepen_iter21_te_type_x_dept	Deepen iter21: 2D TE on (property_type, dept_code) with smoothing=30. Captures type-specific regional pricing differences.
20260507-230310-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	48597.973703	5091.152470		92.100680	keep	deepen_iter22_per_type_submodels	Deepen iter22: train global + 2 per-type sub-models (UNE MAISON, UN APPARTEMENT). Predict global. For MAISON/APPARTEMENT rows, blend 0.5 global + 0.5 sub-model. Type-specific specialization.
20260507-230547-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	48540.949484	4913.946593		95.345486	keep	deepen_iter23_5_submodels	Deepen iter23: extend per-type sub-models to top 5 types: UNE MAISON, UN APPARTEMENT, TERRAIN DE TYPE TERRE ET PRE, TERRAIN DE TYPE TAB, ACTIVITE. Same 0.5 blend.
20260507-230822-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	48688.690972	4807.351594		471.075273	revert	deepen_iter24_blend_0p7	Deepen iter24: blend ratio 0.7 sub / 0.3 global (vs 0.5/0.5). Sub-models may have stronger type signal than global.
20260507-231709-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	48535.541681	5006.717387		88.112525	keep	deepen_iter25_blend_0p3	Deepen iter25: blend ratio 0.3 sub / 0.7 global. Less sub-model influence; global may be more reliable for type-specific patterns it already learned.
20260507-231946-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	48620.860177	5051.862655		76.765428	revert	deepen_iter26_submodel_depth4	Deepen iter26: sub-models trained with max_depth=4 (vs global's 6). Smaller per-type datasets benefit from more regularization.
20260507-232225-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	48525.514024	4695.468114		82.099983	revert	deepen_iter27_per_type_residual	Deepen iter27: per-type sub-models trained on RESIDUALS (target - global_pred) instead of raw target. Final pred = global + sub_residual.
20260507-232514-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	48549.605674	5165.498167		43.245491	revert	deepen_iter28_per_type_log_residual	Deepen iter28: per-type sub-models train on log-residuals (log_y - log_pred_global). Combine target skewness handling with stacking.
20260507-232717-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	48589.689706	4995.365757		55.983584	revert	deepen_iter29_submodel_nest300	Deepen iter29: sub-models with n_est=300 (vs global's 500). Smaller per-type datasets need less capacity.
20260507-232950-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	48528.179025	5131.481286		65.327167	revert	deepen_iter30_gamma_1	Deepen iter30: gamma=1.0 (vs default 0). Min split gain regularization. Untested in v2 search.
20260507-233219-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	48944.524949	4953.788718		62.445266	revert	deepen_iter31_drop_room_layout	Deepen iter31: drop num_/area_*_rooms (18 sparse cols). May reduce noise.
20260507-233426-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	49183.367598	5021.600619		173.206043	revert	deepen_iter32_global_5bag	Deepen iter32: replace global with average of 5 XGB models on bootstrap samples (with replacement). Per-type sub-models stay same. Bootstrap diversity > seed diversity.
20260507-233814-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	48053.743013	5046.996985		108.311272	keep	deepen_iter33_nest_1000	Deepen iter33: n_estimators=1000 (vs 500), keep lr=0.05. More trees may extract more signal.
20260507-234057-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	47770.070360	5050.264853		161.996931	keep	deepen_iter34_nest_1500	Deepen iter34: n_estimators=1500 (vs 1000). More trees, see if lift continues.
20260507-234432-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	47535.233987	5103.906677		255.458429	keep	deepen_iter35_nest_2000	Deepen iter35: n_estimators=2000 (vs 1500). Continue exploring capacity ceiling.
20260507-234936-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	47408.982923	5170.389096		377.736420	keep	deepen_iter36_nest_3000	Deepen iter36: n_estimators=3000. Push trees further if lift continues.
20260507-235645-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	47107.532662	5244.674556		459.269720	keep	deepen_iter37_nest_4000	Deepen iter37: n_estimators=4000. Test if returns continue diminishing.
20260508-000514-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	47041.545184	5297.923104		572.104935	revert	deepen_iter38_nest_5000	Deepen iter38: n_estimators=5000. Push capacity ceiling further.
20260508-001554-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	48228.970189	5084.448930		405.465023	revert	deepen_iter39_lr03_nest4000	Deepen iter39: lr=0.03 + n_est=4000. Slower learning may extract more signal at fixed tree budget.
20260508-002406-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	48381.678540	4867.085244		516.554208	revert	deepen_iter40_depth_8	Deepen iter40: max_depth=8 with n_est=4000. Test depth at higher tree count.
20260508-002700-ablate-v2_plus_geo_hierarchy	ablate	xgboost_v4	v2_plus_geo_hierarchy	47392.216155	5328.153531		176.253566	ablate	ablate_a1_drop_submodels	Ablate a1: drop per-type sub-models (no SUB_TYPES). Test if the per-type architecture is load-bearing in W'''''.
20260508-003012-confirm-v2_plus_geo_hierarchy	confirm	xgboost_v4	v2_plus_geo_hierarchy	47998.491092	3831.880958		408.434188	confirm	confirm_seed2026	Stage 4 confirm seed=2026 of W''''' (iter37 winner: per-type sub-models + n_est=4000 + all kept knobs). Validate seed agreement before promotion.
20260508-122416-smoke-v4_plus_presence_flags	smoke	xgboost_v5	v4_plus_presence_flags	48299.246023	5011.589350		1557.545350	revert	smoke_laneA_presence_flags	Smoke Lane A: v4 W''''' base + presence flags (binary is_present indicators) for top-importance numeric fields (built_area, house_area, land_area, apartment_area, num_premises, num_houses, num_apartments). Tests whether missingness PATTERN carries signal beyond xgboost's native missing handling.
20260508-122419-smoke-v4_plus_id_token_counts	smoke	xgboost_v5	v4_plus_id_token_counts	48801.898669	4890.915783		701.798609	revert	smoke_laneB_id_token_counts	Smoke Lane B: v4 W''''' base + bounded-derived id token counts: num_parcel_ids = count(comma tokens in parcel_ids) and num_transferred_parcel_ids. Captures transaction scale/complexity orthogonal to area features. No raw IDs used.
20260508-122421-smoke-v4_plus_commune_frequency	smoke	xgboost_v5	v4_plus_commune_frequency	48336.922406	4934.642996		700.482693	revert	smoke_laneC_commune_frequency	Smoke Lane C: v4 W''''' base + commune_first_freq (fold-safe count of commune_first level in train fold). Distinct from commune-level TE (which failed Lane C in v4 due to noisy 36k means) — frequency signal measures market liquidity, not mean price. Trees can use it to weight reliability of cat-derived signals.
20260508-141116-deepen-v4_anchor	deepen	xgboost_v5	v4_anchor	48411.821346	4947.956569		720.544507	revert	deepen_iter4_cadastral_te20	Deepen iter4: add fold-safe cadastral_first TE smooth=20 to v4 anchor. Section level (846 levels) is the untested middle ground between commune (36k means failed, v4 Lane C) and dept (96 means tied, v4 iter2). Best chance for TE to clear noise at this cardinality.
20260508-142447-deepen-v4_anchor	deepen	xgboost_v5	v4_anchor	47568.604252	5023.382961		1984.793212	revert	deepen_iter5_3seeds	Deepen iter5: 3-seed averaging on v4 anchor. Replace single-seed predict with mean of seeds {42, 100, 200} for both global and per-type sub-models. Variance reduction. Distinct from v4 iter12 (3-seed at n_est=500); v5 anchor n_est=4000 has cv_mae_std ~5244 (vs v4 iter11 std ~4922), so seed effect may now exceed noise band.
20260508-150002-deepen-v4_anchor	deepen	xgboost_v5	v4_anchor	47392.216158	5328.153506		538.032160	revert	deepen_iter6_per_region_submodels	Deepen iter6: replace per-type sub-models with per-region sub-models (top 5 regions by sample count). Tests whether geographic specialization captures more signal than property-type specialization. Same cost as anchor (still 6 model fits per fold).
20260508-151054-deepen-v4_anchor	deepen	xgboost_v5	v4_anchor	47135.836219	5213.640946		746.319362	revert	deepen_iter7_submodel_depth8	Deepen iter7: per-type sub-models trained with max_depth=8 (vs global's max_depth=6). Sub-models see smaller per-type slices; v4 iter26 tested smaller sub-model depth=4 and tied. Untested direction is BIGGER sub-model capacity to capture richer type-specific interactions.
20260508-152527-deepen-v4_anchor	deepen	xgboost_v5	v4_anchor	48028.873092	5050.229983		1022.492127	revert	deepen_iter8_hgb_blend50	Deepen iter8: blend v4 anchor predictions 50/50 with HistGradientBoostingRegressor(absolute_error). Tests cross-family model diversity -- HGB and XGB have different histogramming and split criteria. v4 iter18 heterogeneous-XGB ensemble failed at n_est=500; this is cross-family blend at v4 capacity.
20260508-154428-deepen-v4_anchor	deepen	xgboost_v5	v4_anchor	46978.021083	5246.892228		810.250494	keep	deepen_iter9_top10_submodels	Deepen iter9: extend per-type sub-models from top 5 to top 10 types. v4 iter23 extended from 2 to 5 (-57 lift); the next-tier types may have enough samples to add similar marginal lift even though smaller.
20260508-160016-deepen-v4_anchor	deepen	xgboost_v5	v4_anchor	46909.141746	5296.853264		1158.000829	keep	deepen_iter10_top10_nest5000	Deepen iter10: ON TOP OF iter9 (top-10 sub-models, KEPT), bump n_estimators 4000->5000 in BOTH global and sub-models. v4 iter38 tested n_est=5000 alone (-66 lift, within noise); compounding with iter9's -130 may clear noise band cumulatively.
20260508-162111-deepen-v4_anchor	deepen	xgboost_v5	v4_anchor	48380.323907	4872.035552		1413.894539	revert	deepen_iter11_lr04_nest6250	Deepen iter11: ON TOP OF iter10 (top10 sub-models + n_est=5000 KEPT), test mechanically-paired knob lr=0.04 + n_est=6250 (lr*n_est=250 same step budget as iter10's 0.05*5000=250). Slower learning at fixed step budget often extracts more signal.
20260508-164635-deepen-v4_anchor	deepen	xgboost_v5	v4_anchor	47030.071357	5187.331242		1452.507252	revert	deepen_iter12_blend04	Deepen iter12: ON TOP OF iter10 (top10 + n_est=5000 KEPT), change BLEND ratio 0.3 -> 0.4 for sub-model contribution. v4 ablate showed sub-models contribute marginally (+285 when dropped); raising blend weight tests whether more sub-model influence helps now that there are 10 sub-models (vs v4's top 5). Single knob.
20260508-171239-deepen-v4_anchor	deepen	xgboost_v5	v4_anchor	47933.364028	5012.294173		962.190539	revert	deepen_iter13_subsample07	Deepen iter13: ON TOP OF iter10 (top10 + n_est=5000), test subsample 0.8 -> 0.7 (single knob). Untested in xgboost_v4 chain. Lower subsample = more variance per tree = potentially better generalization in saturated capacity regime.
20260508-173019-deepen-v4_anchor	deepen	xgboost_v5	v4_anchor	47790.959639	3596.403635		1072.605677	confirm	confirm_iter10_seed2026	Stage 4 confirm seed=2026 of iter10 (top10 sub-models + n_est=5000 on v4 anchor). Two-seed agreement check before any global-champion claim.
20260508-221818-smoke-v5_plus_parcel_numeric	smoke	xgboost_v6	v5_plus_parcel_numeric				3600.092455	timeout	smoke_laneA_parcel_numeric_components	Smoke Lane A: v5 iter10 anchor + bounded numeric components parsed from first parcel_id (prefix code and parcel number). Train-only inspection found structured cadastral IDs; tests whether within-section parcel positioning carries signal beyond commune_first/cadastral_first cats without using raw high-cardinality IDs.
20260508-222002-smoke-v1_anchor_plus_built_rel_type	smoke	tree_bagging_rf_v2	v1_anchor_plus_built_rel_type	50565.974406	4813.843906		222.442429	keep	single_knob=built_rel_type	v2 Smoke lane A: v1 promoted recipe + fold-safe built_rel_type = built_area / mean(built_area | property_type). Anchor = v1 promoted recipe (50663.64 seed=42). xgboost_v4 saw -245 from this exact unit.
20260508-222453-smoke-v1_anchor_plus_id_token_counts	smoke	tree_bagging_rf_v2	v1_anchor_plus_id_token_counts	50824.037567	4823.656796		234.957531	keep	single_knob=id_token_counts	v2 Smoke lane B: v1 promoted recipe + parcel_id_count and transferred_parcel_id_count (comma-split lengths). Anchor v1 (50663.64). Hypothesis: ID tokens encode multi-parcel structure; bounded counts dodge the high-cardinality leakage warning in feature_search_space.md.
20260508-223005-smoke-v1_anchor_plus_room_density	smoke	tree_bagging_rf_v2	v1_anchor_plus_room_density	50575.663556	4719.439859		245.749993	keep	single_knob=room_area_density_ratios	v2 Smoke lane C: v1 promoted recipe + 10 room density ratios (area_*/num_* per apt/house room bucket). Anchor v1 (50663.64). Hypothesis: per-room area is a per-dwelling size signal that aggregate built_area misses; protected against zero-num denominators.
20260508-223520-deepen-lane_a_plus_built_per_land	deepen	tree_bagging_rf_v2	lane_a_plus_built_per_land	50941.892490	4770.091493		228.306668	discard	single_knob=built_per_land	v2 Deepen iter1: lane A best (built_rel_type) + built_per_land = built_area/land_area cumulative. xgboost_v4 saw -116 from this exact unit.
20260508-224002-deepen-lane_a_plus_room_density	deepen	tree_bagging_rf_v2	lane_a_plus_room_density	50705.800985	4712.801637		256.748008	discard	single_knob=room_density_cumulative	v2 Deepen iter2: lane A (built_rel_type) + room_area_density_ratios cumulative. Lane C alone showed -88 vs anchor; cumulative may push -180 if the two signals are non-redundant.
20260508-224538-deepen-lane_a_extra_trees	deepen	tree_bagging_rf_v2	lane_a_extra_trees	52459.344644	5079.249908		174.520498	discard	single_knob=extra_trees	v2 Deepen iter3: ExtraTreesRegressor swap on lane A (built_rel_type). Same hyperparams (criterion=absolute_error, n_est=200, depth=18, mls=2, mf=0.4, bootstrap=False). Random splits trade some bias for less-correlated trees + variance reduction; might reach a noise-aware lift where features alone plateaued.
20260508-224945-deepen-lane_a_n_est_400	deepen	tree_bagging_rf_v2	lane_a_n_est_400	50660.718222	4806.290154		439.681842	discard	single_knob=n_est_400	v2 Deepen iter4: capacity bump n_est 200 -> 400 on lane A. v1 tune iter2 (n_est=500) was within noise but with depth=None; depth=18 + bagging=False trees are smaller and benefit from more averaging.
20260508-225821-deepen-lane_a_max_depth_22	deepen	tree_bagging_rf_v2	lane_a_max_depth_22	50908.386986	4766.490909		240.797308	discard	single_knob=max_depth_22	v2 Deepen iter5: max_depth 18 -> 22 on lane A. v1 ablate found depth=None harmful and depth=18 the sweet spot, but local search beyond 18 wasn't done. With built_rel_type now in the feature mix, a slightly deeper tree may capture missed type-x-size interactions.
20260508-230358-deepen-lane_a_mls_1	deepen	tree_bagging_rf_v2	lane_a_mls_1	50740.327767	4650.152996		233.318895	discard	single_knob=mls_1	v2 Deepen iter6: min_samples_leaf 2 -> 1 with depth=18 fixed. v1 tested mls=1 with depth=None and saw regression -- but with depth=18 cap, mls=1 may give finer terminal granularity without overfitting.
20260508-230947-deepen-lane_a_per_type_submodels	deepen	tree_bagging_rf_v2	lane_a_per_type_submodels	50602.362591	4808.996309		344.668102	discard	single_knob=per_type_submodels_top3	v2 Deepen iter7: per-property-type sub-model architecture on lane A. Train top-3 type sub-RFs (n_est=100, same recipe) on type subsets of train; blend 0.3*sub + 0.7*global for predictions of that type. xgboost_v4 saw -215 cumulative from this exact architecture. Top types: UNE MAISON (10085), UN APPARTEMENT (6443), TERRAIN DE TYPE TERRE ET PRE (2020).
20260508-232044-deepen-lane_a_log_skewed	deepen	tree_bagging_rf_v2	lane_a_log_skewed	50691.822254	4755.870678		362.916673	discard	single_knob=log_skewed_numerics	v2 Deepen iter8: add log1p of 9 heavily-skewed numeric columns (areas + count-of-X). Hypothesis: depth=18 trees may struggle to find split points in heavy-tailed distributions; explicit log transforms give RF easier-to-split linear-scaled features. Untried lift in this family.
20260508-232100-smoke-v4_plus_parcel_numeric	smoke	xgboost_v6	v4_plus_parcel_numeric	48219.945730	5176.027677		1554.509488	revert	smoke_laneB_v4_parcel_numeric_components	Smoke Lane B: v4 W''''' anchor + bounded numeric components parsed from first parcel_id (prefix code and parcel number). Tests whether within-section parcel positioning adds signal to the promoted v4 recipe without using raw high-cardinality IDs.
20260508-232800-deepen-lane_a_smooth_15	deepen	tree_bagging_rf_v2	lane_a_smooth_15	50767.984415	4851.364059		287.669044	discard	single_knob=smooth_15	v2 Deepen iter9: target_enc smooth 10 -> 15 on lane A. Mid-point between v1's tested 10 (winner) and 20 (baseline). With built_rel_type added in lane A, the optimal smoothing may have shifted slightly higher.
20260508-233359-deepen-lane_a_mf_0_3	deepen	tree_bagging_rf_v2	lane_a_mf_0_3	50886.083752	4890.892149		272.050118	discard	single_knob=mf_0_3	v2 Deepen iter10: max_features 0.4 -> 0.3 on lane A. v1 tested 0.5/0.7/sqrt + 0.4 won. Below 0.4 untested; more aggressive feature decorrelation between trees may help with the built_rel_type addition.
20260509-152129-deepen-lane_a_plus_built_rel_commune	deepen	tree_bagging_rf_v2	lane_a_plus_built_rel_commune	50676.005090	4791.533029		278.906587	discard	single_knob=built_rel_commune	v2 Deepen iter11: lane A + built_rel_commune = built_area / mean(built_area | commune_first), fold-safe. Different group than built_rel_type (commune ~196 vs property_type ~25); injects geographic-relative size signal.
20260508-234913-smoke-v4_plus_commune_section_cat	smoke	xgboost_v6	v4_plus_commune_section_cat	48512.356394	5012.684911		1476.221932	keep	smoke_laneC_commune_section_cat	Smoke Lane C: v4 W''''' anchor + combined commune_section categorical (commune_first + cadastral_first). Tests geo_granularity: section codes repeat across communes, so a nested combined category may preserve cadastral geography that separate native cats only approximate.
20260508-234913-smoke-v4_plus_commune_section_cat	smoke	xgboost_v6	v4_plus_commune_section_cat	48512.356394	5012.684911		1476.221932	revert	smoke_laneC_commune_section_cat	Smoke Lane C: v4 W''''' anchor + combined commune_section categorical (commune_first + cadastral_first). Tests geo_granularity: section codes repeat across communes, so a nested combined category may preserve cadastral geography that separate native cats only approximate.
20260509-161727-deepen-v4_anchor	deepen	xgboost_v6	v4_anchor	46946.756809	5238.026248		906.669483	keep	deepen_iter1_top15_submodels	Deepen iter1: extend per-type sub-models from promoted v4 top 5 types to top 15 types, keeping n_estimators=4000 and blend=0.3. v5 top10 gave a small lift; this tests whether additional type coverage continues that direction as one architecture knob.
20260509-165753-deepen-v4_anchor	deepen	xgboost_v6	v4_anchor	46879.264159	5285.137443		891.472251	keep	deepen_iter2_top15_nest5000	Deepen iter2: on top of iter1 (top15 per-type sub-models kept), increase n_estimators from 4000 to 5000 in both global and sub-models. v5's top10+n_est5000 step improved by ~69 MAE; repeating it on top15 may beat the raw global best.
20260509-171357-deepen-v4_anchor	deepen	xgboost_v6	v4_anchor	47252.542379	3268.159541		902.138699	confirm	confirm_iter2_seed2026	Stage 4 confirm seed=2026 of iter2 (top15 per-type sub-models + n_est=5000). Verify the new raw-best recipe against the prior v4/v5 confirmation baselines before promotion.
20260509-173002-deepen-v4_anchor	deepen	xgboost_v6	v4_anchor	46653.363174	5466.566178		1080.110452	keep	deepen_iter3_top15_nest6000	Deepen iter3: on top of iter2 (top15+n_est5000), increase n_estimators from 5000 to 6000 in both global and sub-models. Tests whether the capacity ramp still has headroom after the new raw-best iter2.
20260509-174840-deepen-v4_anchor	deepen	xgboost_v6	v4_anchor	47192.529246	3177.342838		1113.442358	confirm	confirm_iter3_seed2026	Stage 4 confirm seed=2026 of iter3 (top15 per-type sub-models + n_est=6000). Verify the new raw global best before promotion.
20260509-182620-smoke-v6_plus_top20_submodels	smoke	xgboost_v7	v6_plus_top20_submodels	47216.675236	5263.901533		1046.376802	revert	smoke_laneA_top20_submodels_min100	Smoke Lane A: v6 promoted anchor + extend per-type sub-models from top15/min200 to top20/min100. Wide architecture coverage test: determine whether remaining mid-frequency property types add specialized signal before local tuning.
20260509-184448-smoke-v6_blend02	smoke	xgboost_v7	v6_blend02	46726.018134	5530.229088		1055.034175	revert	smoke_laneB_blend02	Smoke Lane B: v6 promoted anchor with submodel BLEND lowered from 0.3 to 0.2. Wide architecture-weight test: v6 gained from more type coverage, but less submodel weight may reduce variance while keeping type-specific signal.
20260509-190305-smoke-v6_nest7000	smoke	xgboost_v7	v6_nest7000	46498.555473	5582.213215		1395.082747	keep	smoke_laneC_nest7000	Smoke Lane C: v6 promoted anchor with n_estimators increased from 6000 to 7000 in both global and sub-models. Wide capacity-axis test before any local deepen/tune loop.
20260509-192702-deepen-v6_capacity_path	deepen	xgboost_v7	v6_capacity_path	46308.018576	5754.242728		1504.919118	keep	deepen_iter1_nest8000	Deepen iter1: after wide smoke selected the capacity lane, increase n_estimators from 7000 to 8000 in both global and top15 sub-models. Tests whether the v6/v7 capacity curve still has headroom before confirmation.
20260509-195547-smoke-all_numeric	smoke	gradient_boosting_sklearn	all_numeric	57603.885927	5025.894986		28.587958	keep	GBR(loss=absolute_error,n_est=100,lr=0.1,max_depth=3,subsample=0.8),all_numeric,drop_id_and_geo_strings	Smoke lane A retry: sklearn GradientBoostingRegressor(loss=absolute_error, n_est=100, lr=0.1, max_depth=3, subsample=0.8) on all_numeric (37 cols after dropping region_code, parcel_ids, transferred_parcel_ids, commune_codes, cadastral_sections). Drops applied to fix prior float32 overflow precondition crash.
20260509-195905-smoke-numeric_plus_basic_cats	smoke	gradient_boosting_sklearn	numeric_plus_basic_cats	57111.240438	5119.164533		45.707888	keep	GBR(loss=absolute_error,n_est=100,lr=0.1,max_depth=3,subsample=0.8),numeric_plus_basic_cats,ohe(property_type+transaction_type)	Smoke lane B: lane-A anchor plus one-hot encoded property_type (25 cats) and transaction_type (6 cats). Tests whether low-cardinality property/transaction class signal lifts GBR over the numeric-only baseline. Single-knob: feature scope only; model hyperparameters unchanged.
20260509-200605-smoke-geo_signal	smoke	gradient_boosting_sklearn	geo_signal	55415.360986	4841.206199		31.177500	keep	GBR(loss=absolute_error,n_est=100,lr=0.1,max_depth=3,subsample=0.8),geo_signal,commune_te(k=20)	Smoke lane C: lane-A anchor plus one fold-safe smoothed mean-target encoding of commune_codes (~196 unique). Encoding fit only on each fold's training split (k=20 smoothing toward global train mean, global fallback for unseen communes). Single-knob: feature scope only; model hyperparameters unchanged.
20260509-195253-deepen-v6_capacity_path	deepen	xgboost_v7	v6_capacity_path	47233.084429	3051.720894		1597.704833	confirm	confirm_iter1_seed2026	Stage 4 confirm seed=2026 of v7 iter1 (top15 per-type sub-models + n_est=8000). Verify the new raw global best before promotion.
20260509-202125-deepen-geo_signal	deepen	gradient_boosting_sklearn	geo_signal	54102.890912	4723.246186		41.013232	keep	GBR(loss=absolute_error,n_est=100,lr=0.1,max_depth=4,subsample=0.8),geo_signal,commune_te(k=20)	Deepen iter3: max_depth 3 -> 4 on smoke geo_signal anchor. Tests interaction-depth bottleneck (vs iter2 capacity-count which tied). Single hyperparameter knob; n_estimators=100, lr=0.1, subsample=0.8 unchanged. If this also ties, capacity at this feature set is exhausted and iter4 should pivot to feature scope (cadastral TE or area_density_ratios).
20260509-203134-deepen-geo_signal	deepen	gradient_boosting_sklearn	geo_signal	53653.441447	4911.406514		51.902405	keep	GBR(loss=absolute_error,n_est=100,lr=0.1,max_depth=5,subsample=0.8),geo_signal,commune_te(k=20)	Deepen iter4: max_depth 4 -> 5 chained on iter3 (new family best 54102.89). Single hyperparameter knob. Tests whether depth keeps paying after the clear iter3 win. If this ties, depth is saturated and iter5 pivots to feature scope.
20260509-203703-deepen-geo_signal	deepen	gradient_boosting_sklearn	geo_signal	53941.167293	4741.888021		47.903010	keep	GBR(loss=absolute_error,n_est=100,lr=0.1,max_depth=4,subsample=0.8),geo_signal,commune_te(k=20)+cadastral_te(k=20)	Deepen iter5: anchor on iter3 (max_depth=4 family best). Add second fold-safe smoothed mean-target encoding column for cadastral_sections (846 unique, long-tail with 79% having <5 records). Single-knob: feature scope (+1 column). Same smoothing rule k=20. Hypothesis: section captures within-commune variation; smoothing handles the long tail.
20260509-203939-deepen-geo_signal	deepen	gradient_boosting_sklearn	geo_signal	54166.886764	4539.112586		47.226226	keep	GBR(loss=absolute_error,n_est=100,lr=0.1,max_depth=4,subsample=0.8),geo_signal,commune_te(k=20),area_density_ratios	Deepen iter6: anchor iter3 (max_depth=4 family best) + 3 size-normalized domain ratios as one hypothesis_unit -- built_area/num_premises, land_area/num_lots, num_commercial/num_premises (zero-safe via small-eps denominators). Single-knob (feature scope: 1 unit, 3 columns).
20260509-204222-deepen-geo_signal	deepen	gradient_boosting_sklearn	geo_signal	54165.883590	4705.712013		43.108214	keep	GBR(loss=absolute_error,n_est=100,lr=0.1,max_depth=4,subsample=0.8),geo_signal,commune_te(k=5)	Deepen iter7: smoothing-k 20 -> 5 on commune target encoding. Single preprocessing knob (smoothing constant). Same encoding strategy, fold-safety, and feature shape; only the k value changes.
20260509-204456-deepen-geo_signal	deepen	gradient_boosting_sklearn	geo_signal	54119.378407	4678.229598		89.941174	keep	GBR(loss=absolute_error,n_est=100,lr=0.1,max_depth=4,subsample=0.8),geo_signal,commune_te(k=20),log1p_areas	Deepen iter8: apply log1p to skewed area columns (land_area, built_area, house_area, apartment_area, all 10 area_apt_*_rooms / area_house_*_rooms). Single hypothesis_unit (log_skewed_numerics). Single preprocessing knob anchored on iter3. Hypothesis: tree splits on raw areas waste capacity on the long tail; log compression should make split thresholds carry more rows.
20260509-204818-deepen-geo_signal	deepen	gradient_boosting_sklearn	geo_signal	54315.854921	4777.648662		86.108760	keep	GBR(loss=absolute_error,n_est=100,lr=0.1,max_depth=4,min_samples_leaf=20,subsample=0.8),geo_signal,commune_te(k=20)	Deepen iter9: min_samples_leaf 1 -> 20 on iter3 anchor. Single hyperparameter knob. Hypothesis: enforces >=20 rows per leaf to reduce variance from small-leaf medians at max_depth=4.
20260509-205101-deepen-geo_signal	deepen	gradient_boosting_sklearn	geo_signal	54452.743379	4734.674797		93.749281	keep	GBR(loss=absolute_error,n_est=100,lr=0.1,max_depth=4,subsample=1.0),geo_signal,commune_te(k=20)	Deepen iter10: subsample 0.8 -> 1.0 on iter3 anchor (deterministic gradient, no per-stage row sampling). Single hyperparameter knob. Hypothesis: stochastic gradient may add noise that doesn't help on this 27k-row dataset; full-row gradient may stabilize the boosting trajectory.
20260509-210000-deepen-geo_signal	deepen	gradient_boosting_sklearn	geo_signal	55271.207146	5119.329172		39.003806	keep	GBR(loss=absolute_error,n_est=100,lr=0.1,max_depth=4,max_features=sqrt,subsample=0.8),geo_signal,commune_te(k=20)	Deepen iter11: max_features None -> 'sqrt' on iter3 anchor. Single hyperparameter knob (column subsampling per split). Hypothesis: sqrt(38)~6 features per split decorrelates trees, may reduce variance even though sklearn GBR is gradient (not bagging) -- useful in a per-stage stochastic model with subsample=0.8.
